,run,kmax,kbest,nclusters,density,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,63831,10,1,389,pdf,cosine,pearson,0.8658758888429583,1.0178014796819337,0.32978723404255317,0.30649845423519834,0.38706053267952023,0.5638297872340425,0.6940251572327044,0.7157076719576719,0.32978723404255317,0.23679245283018863,0.23796296296296296
0,63831,10,10,151,pdf,euclidean,pearson,0.6324234013178259,0.7502134612142526,0.574468085106383,0.6832148097707798,0.7260576215870349,0.7340425531914894,0.85,0.8717592592592592,0.40425531914893614,0.33113207547169815,0.2657407407407407
0,63831,10,10,191,pdf,jaccard,pearson,0.747386266439334,0.8747832317729689,0.43617021276595747,0.5498016582875637,0.6182292569296216,0.6382978723404256,0.7477987421383647,0.7631944444444444,0.35106382978723405,0.2735849056603773,0.26265432098765434
0,63831,10,1,370,pdf,pearson,pearson,0.8505810693051384,0.9964901042406551,0.20212765957446807,0.32675034378494094,0.35744005521856403,0.4787234042553192,0.6757861635220125,0.7409722222222221,0.24468085106382978,0.24811320754716978,0.25410052910052905
0,63831,10,9,229,pdf,squared_euclidean,pearson,0.6099138847763148,0.7265338854301312,0.5638297872340425,0.6893025873799085,0.7454865369461133,0.723404255319149,0.8559748427672955,0.8941798941798942,0.39361702127659576,0.32075471698113206,0.24012345679012345
0,63831,20,1,389,pdf,cosine,pearson,0.8658758888429583,1.0178014796819337,0.32978723404255317,0.30649845423519834,0.38706053267952023,0.5638297872340425,0.6940251572327044,0.7157076719576719,0.32978723404255317,0.23679245283018863,0.23796296296296296
0,63831,20,20,38,pdf,euclidean,pearson,0.6210786325708446,0.7343550874184939,0.5957446808510638,0.695347345144802,0.7664044914091993,0.7340425531914894,0.889308176100629,0.9423280423280423,0.425531914893617,0.35188679245283017,0.2675925925925926
0,63831,20,20,73,pdf,jaccard,pearson,0.684717129501112,0.7993764716235623,0.5319148936170213,0.6165447838819936,0.699287426187865,0.648936170212766,0.7946540880503143,0.8310185185185186,0.32978723404255317,0.269811320754717,0.2469135802469136
0,63831,20,1,370,pdf,pearson,pearson,0.8505810693051384,0.9964901042406551,0.20212765957446807,0.32675034378494094,0.35744005521856403,0.4787234042553192,0.6757861635220125,0.7409722222222221,0.24468085106382978,0.24811320754716978,0.25410052910052905
0,63831,20,20,137,pdf,squared_euclidean,pearson,0.611276212336319,0.7258590621670092,0.574468085106383,0.690573525286226,0.7527985236800947,0.7021276595744681,0.8534591194968553,0.8830687830687831,0.3829787234042553,0.33773584905660375,0.254320987654321
0,63831,30,1,389,pdf,cosine,pearson,0.8658758888429583,1.0178014796819337,0.32978723404255317,0.30649845423519834,0.38706053267952023,0.5638297872340425,0.6940251572327044,0.7157076719576719,0.32978723404255317,0.23679245283018863,0.23796296296296296
0,63831,30,27,9,pdf,euclidean,pearson,0.6209072497956788,0.7322084826054333,0.5957446808510638,0.7035956231380391,0.7696431113361474,0.7340425531914894,0.8877358490566039,0.935648148148148,0.425531914893617,0.35094339622641507,0.27037037037037037
0,63831,30,30,35,pdf,jaccard,pearson,0.6837367264868632,0.8027615050429326,0.5106382978723404,0.5953965455938481,0.707980752563146,0.6914893617021277,0.8081761006289306,0.8811507936507936,0.3723404255319149,0.2820754716981132,0.25030864197530867
0,63831,30,30,113,pdf,pearson,pearson,0.6129398864407825,0.7272127215327946,0.5638297872340425,0.6915845874041108,0.746052524050809,0.7127659574468085,0.8647798742138364,0.9041005291005292,0.39361702127659576,0.3235849056603774,0.24506172839506174
0,63831,30,30,57,pdf,squared_euclidean,pearson,0.6120478379253743,0.7247937259216107,0.6063829787234043,0.7077917799791639,0.7640861648260652,0.7553191489361702,0.8779874213836476,0.9305555555555556,0.43617021276595747,0.34150943396226413,0.2533950617283951
0,63831,40,1,389,pdf,cosine,pearson,0.8658758888429583,1.0178014796819337,0.32978723404255317,0.30649845423519834,0.38706053267952023,0.5638297872340425,0.6940251572327044,0.7157076719576719,0.32978723404255317,0.23679245283018863,0.23796296296296296
0,63831,40,39,1,pdf,euclidean,pearson,0.6206806716968192,0.7321073458265898,0.5957446808510638,0.6956948777548948,0.7683320932041485,0.7340425531914894,0.8877358490566039,0.935648148148148,0.425531914893617,0.35094339622641507,0.26728395061728394
0,63831,40,39,17,pdf,jaccard,pearson,0.6880967389516277,0.8101510490349285,0.5319148936170213,0.6142450678857225,0.717043473958592,0.6595744680851063,0.8628930817610062,0.8898148148148147,0.3404255319148936,0.3037735849056603,0.23672839506172838
0,63831,40,40,62,pdf,pearson,pearson,0.6150666330787495,0.7285875038353086,0.574468085106383,0.6854770875101803,0.7610879357753086,0.723404255319149,0.8647798742138365,0.9023148148148148,0.40425531914893614,0.3537735849056603,0.2719135802469136
0,63831,40,40,24,pdf,squared_euclidean,pearson,0.6177141452408929,0.7298791480318098,0.6063829787234043,0.7073194643251408,0.7747238546917387,0.723404255319149,0.8877358490566037,0.9323412698412699,0.40425531914893614,0.3462264150943396,0.25339506172839504
0,63831,50,1,389,pdf,cosine,pearson,0.8658758888429583,1.0178014796819337,0.32978723404255317,0.30649845423519834,0.38706053267952023,0.5638297872340425,0.6940251572327044,0.7157076719576719,0.32978723404255317,0.23679245283018863,0.23796296296296296
0,63831,50,39,1,pdf,euclidean,pearson,0.6206806716968192,0.7321073458265898,0.5957446808510638,0.6956948777548948,0.7683320932041485,0.7340425531914894,0.8877358490566039,0.935648148148148,0.425531914893617,0.35094339622641507,0.26728395061728394
