,algorithm,n_neighbors,n_neighbors_best,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,kmeans,10,,224,euclidean,pearson,0.745104489649967,0.8768428617838143,0.3936170212765957,0.537731785977477,0.5851702403003511,0.5319148936170213,0.6824074074074074,0.7972431077694236,0.2553191489361702,0.4271604938271605,0.3359649122807018
1,kmeans,20,,93,euclidean,pearson,0.7998327198136115,0.9385438022207976,0.4361702127659574,0.5763000412615709,0.618668324984143,0.4468085106382978,0.6604938271604938,0.760735171261487,0.2234042553191489,0.365432098765432,0.2989974937343359
2,kmeans,30,,57,euclidean,pearson,0.77853512492043,0.910483945476408,0.3936170212765957,0.521856455401298,0.5824749314902341,0.5212765957446809,0.6280864197530863,0.747420634920635,0.2978723404255319,0.3972222222222222,0.3505534670008353
3,kmeans,40,,36,euclidean,pearson,0.7476088435857344,0.877475692861438,0.425531914893617,0.5979438587246309,0.6141742384686839,0.5425531914893617,0.6938271604938271,0.8177318295739349,0.3085106382978723,0.3595679012345678,0.3033834586466165
4,kmeans,50,,35,euclidean,pearson,0.6906666598316705,0.8262414622056997,0.4574468085106383,0.5766636975948474,0.6429274297029607,0.5212765957446809,0.667283950617284,0.7663533834586467,0.2765957446808511,0.4055555555555554,0.3600355054302421
5,kmeans,60,,55,euclidean,pearson,0.7994520759826659,0.9455054186748084,0.3936170212765957,0.5155904972139937,0.5480239180728562,0.5,0.6435185185185185,0.7525689223057646,0.3085106382978723,0.4027777777777776,0.3672201336675021
6,kmeans,50,,98,cosine,pearson,0.7662736574673851,0.908605865670808,0.3191489361702128,0.5093497687141828,0.5135472916301844,0.5851063829787234,0.664814814814815,0.7200154858691443,0.3085106382978723,0.3425925925925926,0.3254065040650405
0,kmeans,10,,252,euclidean,pearson,0.8337505774762947,0.9875320721351764,0.3191489361702128,0.3712374556304704,0.473544349093791,0.4680851063829787,0.5814814814814815,0.7394423558897244,0.2340425531914893,0.3401234567901232,0.3079469507101086
1,kmeans,20,,75,euclidean,pearson,0.7741298469336569,0.9194319142194382,0.3617021276595745,0.5364551138815231,0.6266881570494067,0.5106382978723404,0.6842592592592593,0.8186090225563911,0.2446808510638297,0.3762345679012344,0.329344193817878
2,kmeans,30,,65,euclidean,pearson,0.7137148618822262,0.8439256952244584,0.4893617021276595,0.611984638560148,0.659375768834947,0.5851063829787234,0.7117283950617285,0.8522765246449457,0.3085106382978723,0.3935185185185184,0.336048454469507
3,kmeans,40,,35,euclidean,pearson,0.7441250265603272,0.8854079454381502,0.3829787234042553,0.5409932302390948,0.6012916886115928,0.4893617021276595,0.6617283950617283,0.7828947368421053,0.2340425531914893,0.3802469135802468,0.3228696741854637
4,kmeans,50,,18,euclidean,pearson,0.6620067410027863,0.7879752639901303,0.5212765957446809,0.6508737751265544,0.6902176274466832,0.5851063829787234,0.7259259259259259,0.8590016708437763,0.3085106382978723,0.3845679012345679,0.2955827067669173
5,kmeans,60,,44,euclidean,pearson,0.7333380855938901,0.8774882489635663,0.425531914893617,0.5730794602288954,0.623565696336913,0.5319148936170213,0.6645061728395062,0.778153717627402,0.2446808510638297,0.3820987654320987,0.3197681704260651
6,kmeans,50,,91,cosine,pearson,0.7176722496539613,0.8517703368535731,0.3617021276595745,0.5464840966579567,0.5574173544682095,0.5319148936170213,0.6953333333333335,0.7607279693486589,0.3404255319148936,0.472,0.4449096880131363
0,kmeans,10,,179,euclidean,pearson,0.6736941523626989,0.8003929528172261,0.4787234042553192,0.6281115171734138,0.6702281132259227,0.5,0.7345679012345678,0.8453216374269005,0.2659574468085106,0.3891975308641974,0.3405701754385964
1,kmeans,20,,104,euclidean,pearson,0.7598839288619907,0.9098069396436606,0.4042553191489361,0.5614648432418445,0.6236207934537831,0.5,0.6743827160493827,0.7863826232247285,0.2553191489361702,0.3691358024691357,0.3394423558897242
2,kmeans,30,,48,euclidean,pearson,0.7276483338175618,0.8603645289795687,0.351063829787234,0.5394333807371696,0.6096499302231453,0.4787234042553192,0.7077160493827159,0.817763157894737,0.2553191489361702,0.4111111111111109,0.3433479532163743
3,kmeans,40,,42,euclidean,pearson,0.761823450312486,0.9085495786862992,0.3936170212765957,0.5506257832694079,0.6045697661659115,0.5212765957446809,0.6388888888888888,0.7740288220551379,0.2340425531914893,0.3969135802469135,0.3342731829573935
4,kmeans,50,,34,euclidean,pearson,0.7414874905739489,0.8828330811677657,0.4468085106382978,0.5636636429414612,0.6063752007704575,0.5851063829787234,0.6669753086419752,0.7887949039264829,0.2765957446808511,0.3564814814814814,0.3005952380952381
5,kmeans,60,,42,euclidean,pearson,0.761823450312486,0.9085495786862992,0.3936170212765957,0.5506257832694079,0.6045697661659115,0.5212765957446809,0.6388888888888888,0.7740288220551379,0.2340425531914893,0.3969135802469135,0.3342731829573935
