,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,13480,0.9803921568627451,10,1,cosine,pearson,0.5713801631432247,0.6928191588497787,0.5,0.6171340639000744,0.6309335941470935,0.5957446808510638,0.8042424242424243,0.865297619047619,0.30851063829787234,0.3427272727272727,0.24842261904761903
