,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,17739,0.9791666666666666,10,1,cosine,pearson,0.6033554675011161,0.7202662898376212,0.5531914893617021,0.6393534400406264,0.5887865598360464,0.6595744680851063,0.8571839080459769,0.9115079365079366,0.26595744680851063,0.3258620689655172,0.26007495590828916
