,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,67816,0.98,10,1,cosine,pearson,0.5893241536262307,0.7144993836003058,0.6276595744680851,0.6231829039561797,0.7068353397259333,0.5851063829787234,0.8021857923497269,0.8651070505721669,0.3617021276595745,0.40027322404371596,0.4117755629383536
