,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,53126,0.98,20,1,cosine,pearson,0.6185945247107473,0.7344851264853802,0.6702127659574468,0.6943230162994047,0.7443485586101596,0.6276595744680851,0.8524193548387097,0.8951020408163265,0.39361702127659576,0.4083333333333334,0.4082539682539682
