,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,82678,0.4767441860465117,20,2,squared_euclidean,pearson,0.5596039118055175,0.6815756033019863,0.5409836065573771,0.6294653129832437,0.6787718580894428,0.5409836065573771,0.7756756756756756,0.7153381642512077,0.36065573770491804,0.40225225225225225,0.40828157349896477
