,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,33812,0.4666666666666668,20,2,squared_euclidean,pearson,0.5578277663503824,0.6588869788660171,0.5737704918032787,0.5816852558211091,0.6020133459218191,0.6229508196721312,0.6237179487179486,0.7212500000000002,0.3114754098360656,0.36730769230769234,0.37154761904761907
