,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,63831,0.4750000000000001,20,2,squared_euclidean,pearson,0.4980894429571629,0.611042018329045,0.5409836065573771,0.6365451459749829,0.6987283095360506,0.5409836065573771,0.798062015503876,0.7779761904761905,0.2459016393442623,0.444186046511628,0.4341435185185185
