,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,53126,0.475206611570248,20,2,squared_euclidean,pearson,0.5685485136174652,0.6879656150660233,0.6229508196721312,0.707998554074369,0.7329606189079525,0.6065573770491803,0.7175213675213675,0.7706632653061225,0.4426229508196721,0.42948717948717946,0.4099773242630386
