,timestamp,random_state,algorithm,k_max,k_best,n_clusters,db_index,silhouette_score,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info
0,1679856759.58911,17219,opf,35,33,2,NA,NA,0.0,1.0,0.0,0.0,0.0
1,1679856763.327571,17219,opf_snn,35,15,43,NA,NA,0.778378784250095,0.9223644416812788,0.8442766689348099,0.4090821349290609,0.5241634699208104
0,1679856765.742208,17219,opf,40,38,1,NA,NA,0.0,1.0,0.0,0.0,0.0
1,1679856769.902768,17219,opf_snn,40,10,51,NA,NA,0.7665302805585353,0.9010787070827363,0.828376578999385,0.2937994647839207,0.465545300895785
0,1679856772.560446,17219,opf,45,38,1,NA,NA,0.0,1.0,0.0,0.0,0.0
1,1679856776.747776,17219,opf_snn,45,23,35,NA,NA,0.7215848663794304,0.9167625852520703,0.8075478823762554,0.30190564007991394,0.470613853307298
0,1679856779.67709,17219,opf,50,38,1,NA,NA,0.0,1.0,0.0,0.0,0.0
1,1679856783.875168,17219,opf_snn,50,35,22,NA,NA,0.6038129619795396,0.8776818118812425,0.7154337144592352,0.19412249858922603,0.34364034657799863
0,1679856787.126791,95673,opf,5,5,59,NA,NA,0.7532513063821032,0.8618446345904416,0.8038972551844115,0.31605901719302526,0.4121256408268899
1,1679856788.67896,95673,opf_snn,5,5,70,NA,NA,0.8260616645194453,0.8516639069025452,0.8386674394558602,0.3640545424675538,0.4128626738285134
0,1679856790.217036,95673,opf,10,8,42,NA,NA,0.6134720597027935,0.8256685516397768,0.7039264725268795,0.1589779985805536,0.2870807527949529
1,1679856791.93736,95673,opf_snn,10,6,67,NA,NA,0.8370854447872534,0.8604520715921377,0.8486079372231571,0.36929962501512037,0.4446099959626772
0,1679856793.581563,95673,opf,15,15,21,NA,NA,0.2955372684084048,0.8505612824198895,0.43865784114054585,0.02727616915504782,0.15971556881893095
1,1679856795.602268,95673,opf_snn,15,8,59,NA,NA,0.7999694345747486,0.8844523656324597,0.8400922604495625,0.3473419540229885,0.48731738671790686
0,1679856797.371272,95673,opf,20,19,11,NA,NA,0.1940017853030744,0.9281828054192353,0.320926027371386,0.017443904331276593,0.1329553187174833
1,1679856799.753062,95673,opf_snn,20,7,61,NA,NA,0.8067164043315626,0.8408779177105422,0.823443005577346,0.305480997393706,0.37091770347269876
0,1679856801.634241,95673,opf,25,24,9,NA,NA,0.14273136064548522,0.8669606954017411,0.24510934584407337,0.01045860379447828,0.08525844820449983
1,1679856804.396715,95673,opf_snn,25,9,55,NA,NA,0.7744118758151317,0.8662973653911337,0.8177816652669349,0.3093198111557965,0.42786499227909786
0,1679856806.454484,95673,opf,30,30,6,NA,NA,0.06543877365140734,0.9047139354690412,0.12204959051468707,0.0034672446162591353,0.03236875355025468
1,1679856809.675813,95673,opf_snn,30,17,39,NA,NA,0.7252984921052453,0.8800635452910403,0.7952209501498514,0.28248449631329653,0.43708220273655224
0,1679856811.918028,95673,opf,35,31,5,NA,NA,0.03875978834872081,1.0000000000000009,0.07462704810769748,0.002365918714869121,0.02329692121005054
1,1679856815.735243,95673,opf_snn,35,19,37,NA,NA,0.7471910297018864,0.8760306183484113,0.8064976468991094,0.3212669683257919,0.44256341914966435
0,1679856818.162647,95673,opf,40,37,3,NA,NA,0.0,1.0,0.0,0.0,0.0
1,1679856822.52792,95673,opf_snn,40,15,42,NA,NA,0.730750987056494,0.8562947642350414,0.7885572847119743,0.28082327330298834,0.3897310102838135
0,1679856825.176397,95673,opf,45,45,2,NA,NA,0.0,1.0,0.0,0.0,0.0
1,1679856830.267626,95673,opf_snn,45,14,41,NA,NA,0.7394269930708051,0.8577410473940106,0.7942018215232725,0.28364082237873905,0.3954628354697722
0,1679856833.11966,95673,opf,50,46,1,NA,NA,0.0,1.0,0.0,0.0,0.0
1,1679856838.399548,95673,opf_snn,50,20,38,NA,NA,0.7071879461765783,0.8554253235731276,0.7742753621720022,0.2351553187866404,0.3760942073860896
