,timestamp,random_state,algorithm,k_max,k_best,n_clusters,db_index,silhouette_score,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info
0,1679857836.46127,76399,opf,35,35,12,NA,NA,0.8476850397145592,0.8592516565474437,0.8534291590312382,0.7846410413125968,0.845036391357838
1,1679857851.026119,76399,opf_snn,35,19,84,NA,NA,0.9192879284143755,0.9196635609171369,0.9194757063015638,0.9037228098214742,0.9149275052556006
0,1679857864.100856,76399,opf,40,38,11,NA,NA,0.8193064366114109,0.8684170576411621,0.8431472186190573,0.7519847041382779,0.8351272598872966
1,1679857879.762973,76399,opf_snn,40,26,64,NA,NA,0.8514230707578269,0.862160747798241,0.8567582670053374,0.7946080713592336,0.8485641398058792
0,1679857893.284321,76399,opf,45,38,11,NA,NA,0.8190670940997118,0.8682629723153926,0.8429478544878741,0.7513408463506892,0.8349169879297385
1,1679857912.065981,76399,opf_snn,45,29,55,NA,NA,0.8650332694137689,0.8740895262133149,0.8695378181711424,0.8082195975919652,0.862091201933219
0,1679857927.655464,76399,opf,50,38,11,NA,NA,0.8190670940997118,0.8682629723153926,0.8429478544878741,0.7513408463506892,0.8349169879297385
1,1679857946.481455,76399,opf_snn,50,29,55,NA,NA,0.8650332694137689,0.8740895262133149,0.8695378181711424,0.8082195975919652,0.862091201933219
0,1679857962.158754,82678,opf,5,5,244,NA,NA,0.9328023823364726,0.9336983096022885,0.9332501309451726,0.9191994187424929,0.9294732400706475
1,1679857969.184234,82678,opf_snn,5,5,334,NA,NA,0.9420115153803765,0.9432509173726122,0.9426308089750441,0.9313749617597981,0.9393834138484952
0,1679857976.081194,82678,opf,10,10,83,NA,NA,0.9280612400581965,0.9282042586089642,0.928132743824049,0.9033919724076486,0.9240699170021498
1,1679857983.628112,82678,opf_snn,10,7,247,NA,NA,0.9502118191651813,0.9505209335511018,0.95036635122265,0.9398752439264535,0.9475600191816693
0,1679857990.871836,82678,opf,15,15,43,NA,NA,0.8815581888969607,0.8929364630501522,0.8872108465390979,0.828220968364116,0.8807519634893864
1,1679857999.100162,82678,opf_snn,15,11,177,NA,NA,0.937445565236461,0.9388699260102983,0.9381572049883896,0.9198151476220464,0.934655903879333
0,1679858007.137213,82678,opf,20,20,28,NA,NA,0.8637463925885782,0.8758707555717239,0.8697663233533451,0.8069868852276847,0.8623007262137499
1,1679858016.389888,82678,opf_snn,20,13,134,NA,NA,0.9132890712370667,0.914359787469322,0.9138241157171136,0.8793388999769601,0.9089469985833575
0,1679858025.076227,82678,opf,25,25,19,NA,NA,0.8402565866677988,0.855263271107504,0.8476935184068658,0.7773130380279524,0.8389363740403158
1,1679858035.133427,82678,opf_snn,25,16,107,NA,NA,0.899572121595844,0.8993622739212421,0.8994671855190621,0.8595726464837988,0.8937860694801969
0,1679858044.583688,82678,opf,30,25,19,NA,NA,0.8402565866677988,0.855263271107504,0.8476935184068658,0.7773130380279524,0.8389363740403158
1,1679858056.253321,82678,opf_snn,30,19,94,NA,NA,0.9219530695924149,0.922515473929517,0.9222341860184794,0.8928091636474295,0.9178357492918694
0,1679858067.20188,82678,opf,35,35,16,NA,NA,0.828685819293438,0.845809629171696,0.837160168048101,0.7569314066490633,0.8277822755572807
1,1679858080.471402,82678,opf_snn,35,19,94,NA,NA,0.9219530695924149,0.922515473929517,0.9222341860184794,0.8928091636474295,0.9178357492918694
0,1679858092.558387,82678,opf,40,36,15,NA,NA,0.8188349764643692,0.8331194823748648,0.8259154701174718,0.7464197842449034,0.8159191302196016
1,1679858107.359508,82678,opf_snn,40,21,72,NA,NA,0.9362307331736903,0.9380581587769553,0.9371435551082985,0.9138702489746532,0.9335831601413223
0,1679858120.358628,82678,opf,45,45,12,NA,NA,0.8085339902555572,0.8255873257890489,0.8169716755673402,0.7421801432521473,0.8064444675425714
1,1679858137.066638,82678,opf_snn,45,19,94,NA,NA,0.9219530695924149,0.922515473929517,0.9222341860184794,0.8928091636474295,0.9178357492918694
