,timestamp,random_state,algorithm,k_max,k_best,n_clusters,db_index,silhouette_score,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info
0,1679948124.505454,45219,opf,20,20,270,1.5418665823114934,0.09746086597442627,NA,NA,NA,NA,NA
1,1679948266.742869,45219,opf_snn,20,14,715,1.6422647099610557,-0.03676837682723999,NA,NA,NA,NA,NA
0,1679948406.233973,45219,opf,25,25,207,1.3922465196345484,0.11013774573802948,NA,NA,NA,NA,NA
1,1679948551.422674,45219,opf_snn,25,14,714,1.6462836128474627,-0.036094631999731064,NA,NA,NA,NA,NA
0,1679948693.557006,45219,opf,30,30,170,1.5182273650604217,0.08865690231323242,NA,NA,NA,NA,NA
1,1679948841.969262,45219,opf_snn,30,15,666,1.6850326399756808,-0.025872712954878807,NA,NA,NA,NA,NA
0,1679948986.431046,45219,opf,35,35,140,1.4961340871844488,0.0969260111451149,NA,NA,NA,NA,NA
1,1679949141.937516,45219,opf_snn,35,24,428,1.7121812713158844,-0.005063378252089024,NA,NA,NA,NA,NA
0,1679949292.028219,45219,opf,40,40,118,1.369720357478034,0.09482074528932571,NA,NA,NA,NA,NA
1,1679949452.596748,45219,opf_snn,40,30,352,1.8005985895866636,0.00022357531997840852,NA,NA,NA,NA,NA
0,1679949606.480466,45219,opf,45,45,92,1.3715484810865475,0.10813512653112411,NA,NA,NA,NA,NA
1,1679949775.670531,45219,opf_snn,45,35,300,1.7926907850967648,0.031092533841729164,NA,NA,NA,NA,NA
0,1679949935.351709,45219,opf,50,50,82,1.5618439960315136,0.11797529458999634,NA,NA,NA,NA,NA
1,1679950111.711779,45219,opf_snn,50,36,285,1.8623487069137277,0.04249219223856926,NA,NA,NA,NA,NA
0,1679950278.311903,53126,opf,5,5,1518,1.3715732270270546,0.0027428651228547096,NA,NA,NA,NA,NA
1,1679950410.792294,53126,opf_snn,5,5,1878,1.3124081960049234,-0.060471657663583755,NA,NA,NA,NA,NA
0,1679950542.88985,53126,opf,10,10,630,1.5286999998712159,0.059198204427957535,NA,NA,NA,NA,NA
1,1679950676.472883,53126,opf_snn,10,7,1388,1.3961484981117176,-0.04353725537657738,NA,NA,NA,NA,NA
0,1679950809.045649,53126,opf,15,15,363,1.5581232653437884,0.10585258156061172,NA,NA,NA,NA,NA
1,1679950945.840908,53126,opf_snn,15,11,920,1.5861233556946792,-0.03795327991247177,NA,NA,NA,NA,NA
0,1679951081.096949,53126,opf,20,20,273,1.5303975625427715,0.11082516610622406,NA,NA,NA,NA,NA
1,1679951221.203416,53126,opf_snn,20,16,629,1.682828635507813,-0.028817379847168922,NA,NA,NA,NA,NA
0,1679951360.357447,53126,opf,25,25,208,1.5635486530109373,0.11228324472904205,NA,NA,NA,NA,NA
1,1679951505.240115,53126,opf_snn,25,18,569,1.629853777498402,-0.013949192129075527,NA,NA,NA,NA,NA
0,1679951647.894248,53126,opf,30,30,166,1.4917378206119256,0.11123926192522049,NA,NA,NA,NA,NA
1,1679951798.15548,53126,opf_snn,30,19,529,1.667834066112699,-0.020184116438031197,NA,NA,NA,NA,NA
0,1679951943.590821,53126,opf,35,35,143,1.559508662001288,0.1039063110947609,NA,NA,NA,NA,NA
1,1679952100.278034,53126,opf_snn,35,22,468,1.6993538048709333,-0.024257004261016846,NA,NA,NA,NA,NA
0,1679952250.209746,53126,opf,40,40,123,1.537611654548296,0.12386541813611984,NA,NA,NA,NA,NA
1,1679952411.594525,53126,opf_snn,40,30,350,1.6889196779256765,0.008597878739237785,NA,NA,NA,NA,NA
0,1679952566.708179,53126,opf,45,44,103,1.5616037098712319,0.14046360552310944,NA,NA,NA,NA,NA
1,1679952735.281397,53126,opf_snn,45,38,272,1.8026637584436296,0.03270387277007103,NA,NA,NA,NA,NA
0,1679952895.696025,53126,opf,50,49,96,1.5423084696864384,0.13559657335281372,NA,NA,NA,NA,NA
