,timestamp,random_state,algorithm,k_max,k_best,n_clusters,db_index,silhouette_score,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info
1,1679896420.57119,17219,opf_snn,20,18,419,1.1023455310938075,0.16348659992218018,NA,NA,NA,NA,NA
0,1679896494.297299,17219,opf,25,25,156,1.5010839271114458,0.10509949922561646,NA,NA,NA,NA,NA
1,1679896572.465573,17219,opf_snn,25,21,358,1.1754738747764994,0.1498815268278122,NA,NA,NA,NA,NA
0,1679896648.498993,17219,opf,30,30,119,1.6300850735247392,0.10164383798837662,NA,NA,NA,NA,NA
1,1679896730.1787,17219,opf_snn,30,27,279,1.2384195096715207,0.14566518366336823,NA,NA,NA,NA,NA
0,1679896809.406823,17219,opf,35,34,99,1.7553756207790023,0.08502775430679321,NA,NA,NA,NA,NA
1,1679896895.36786,17219,opf_snn,35,32,231,1.303573632638125,0.14675170183181763,NA,NA,NA,NA,NA
0,1679896977.793919,17219,opf,40,40,81,1.7404281397978472,0.10166511684656143,NA,NA,NA,NA,NA
1,1679897068.150351,17219,opf_snn,40,33,220,1.3010213824994659,0.14191347360610962,NA,NA,NA,NA,NA
0,1679897154.236512,17219,opf,45,42,74,1.8048598863280885,0.10345232486724854,NA,NA,NA,NA,NA
1,1679897249.1844,17219,opf_snn,45,43,175,1.3737181207807316,0.12044226378202438,NA,NA,NA,NA,NA
0,1679897339.616427,17219,opf,50,49,61,1.8527088767409892,0.10356628894805908,NA,NA,NA,NA,NA
1,1679897441.60018,17219,opf_snn,50,37,210,1.4247830792868144,0.13458850979804993,NA,NA,NA,NA,NA
0,1679897535.448429,95673,opf,5,5,1087,0.8834419286449666,0.19864942133426666,NA,NA,NA,NA,NA
1,1679897604.257103,95673,opf_snn,5,5,1310,0.8229826196231406,0.17987807095050812,NA,NA,NA,NA,NA
0,1679897672.391892,95673,opf,10,10,548,1.1060469878290762,0.15062224864959717,NA,NA,NA,NA,NA
1,1679897742.798248,95673,opf_snn,10,10,715,0.979941634984472,0.17581112682819366,NA,NA,NA,NA,NA
0,1679897812.349002,95673,opf,15,15,334,1.218874481219015,0.13989843428134918,NA,NA,NA,NA,NA
1,1679897884.781754,95673,opf_snn,15,14,548,1.0048161663061472,0.19218118488788605,NA,NA,NA,NA,NA
0,1679897955.921676,95673,opf,20,20,228,1.2877376130782459,0.12372908741235733,NA,NA,NA,NA,NA
1,1679898031.156118,95673,opf_snn,20,19,412,1.0695229191385682,0.18515440821647644,NA,NA,NA,NA,NA
0,1679898104.963012,95673,opf,25,25,161,1.4607473550403514,0.11273606866598129,NA,NA,NA,NA,NA
1,1679898183.335447,95673,opf_snn,25,19,411,1.0695946209475846,0.18597668409347534,NA,NA,NA,NA,NA
0,1679898259.712848,95673,opf,30,30,111,1.5835369219668467,0.09307269006967545,NA,NA,NA,NA,NA
1,1679898341.471137,95673,opf_snn,30,23,337,1.1115766436908125,0.1690816581249237,NA,NA,NA,NA,NA
0,1679898420.128975,95673,opf,35,35,92,1.6455786532815284,0.08967822045087814,NA,NA,NA,NA,NA
1,1679898504.910366,95673,opf_snn,35,32,229,1.2453469689090615,0.1494685262441635,NA,NA,NA,NA,NA
0,1679898587.340629,95673,opf,40,40,73,1.7012268213188557,0.07124585658311844,NA,NA,NA,NA,NA
1,1679898676.673575,95673,opf_snn,40,32,230,1.2404414013131204,0.1493009626865387,NA,NA,NA,NA,NA
0,1679898761.852533,95673,opf,45,45,67,1.6934487811291095,0.07797056436538696,NA,NA,NA,NA,NA
1,1679898856.420905,95673,opf_snn,45,35,224,1.2441553717314573,0.15678709745407104,NA,NA,NA,NA,NA
0,1679898945.798572,95673,opf,50,45,67,1.6969079816420158,0.07792150974273682,NA,NA,NA,NA,NA
1,1679899045.099944,95673,opf_snn,50,41,196,1.314591884204083,0.12305669486522675,NA,NA,NA,NA,NA
0,1679899138.305936,93719,opf,5,5,1100,0.904418826751774,0.18379901349544525,NA,NA,NA,NA,NA
1,1679899205.609749,93719,opf_snn,5,5,1301,0.8144093032440801,0.1870735138654709,NA,NA,NA,NA,NA
0,1679899272.9597,93719,opf,10,10,539,1.1115073820092434,0.14785581827163696,NA,NA,NA,NA,NA
1,1679899341.948199,93719,opf_snn,10,10,740,1.004557876058521,0.16352349519729614,NA,NA,NA,NA,NA
0,1679899411.02,93719,opf,15,15,333,1.2782654048136228,0.115017369389534,NA,NA,NA,NA,NA
1,1679899482.296447,93719,opf_snn,15,15,503,1.0727502409258303,0.17251574993133545,NA,NA,NA,NA,NA
0,1679899553.455078,93719,opf,20,20,210,1.4128711834189644,0.1024017333984375,NA,NA,NA,NA,NA
1,1679899627.806432,93719,opf_snn,20,19,401,1.1475556126505324,0.1597001552581787,NA,NA,NA,NA,NA
0,1679899701.134124,93719,opf,25,25,148,1.5468747204359807,0.08029820024967194,NA,NA,NA,NA,NA
1,1679899778.047845,93719,opf_snn,25,21,370,1.1469970556393703,0.1607424020767212,NA,NA,NA,NA,NA
0,1679899853.865703,93719,opf,30,30,109,1.593557674842976,0.07312237471342087,NA,NA,NA,NA,NA
1,1679899934.721539,93719,opf_snn,30,24,324,1.15539275749467,0.1520887315273285,NA,NA,NA,NA,NA
0,1679900012.614726,93719,opf,35,35,94,1.6953207297643453,0.06857119500637054,NA,NA,NA,NA,NA
1,1679900097.050735,93719,opf_snn,35,35,223,1.3001243376614489,0.12530876696109772,NA,NA,NA,NA,NA
0,1679900179.383715,93719,opf,40,39,79,1.7448720056933105,0.08900748938322067,NA,NA,NA,NA,NA
1,1679900269.555751,93719,opf_snn,40,30,255,1.2438394991220725,0.13395938277244568,NA,NA,NA,NA,NA
0,1679900355.09512,93719,opf,45,45,65,1.732215537812217,0.09306437522172928,NA,NA,NA,NA,NA
1,1679900449.596743,93719,opf_snn,45,33,232,1.24463041668,0.1411391645669937,NA,NA,NA,NA,NA
0,1679900539.128128,93719,opf,50,50,57,1.7093370089746391,0.08591851592063904,NA,NA,NA,NA,NA
1,1679900639.190542,93719,opf_snn,50,36,220,1.2932834365530845,0.12646126747131348,NA,NA,NA,NA,NA
0,1679900732.655121,45219,opf,5,5,1084,0.8746064764743879,0.19543251395225525,NA,NA,NA,NA,NA
1,1679900800.429462,45219,opf_snn,5,5,1297,0.7768230176510499,0.195651113986969,NA,NA,NA,NA,NA
0,1679900867.940726,45219,opf,10,10,552,1.140023813740389,0.14499607682228088,NA,NA,NA,NA,NA
1,1679900937.034626,45219,opf_snn,10,10,762,0.9508946064311526,0.15645559132099152,NA,NA,NA,NA,NA
0,1679901006.109244,45219,opf,15,15,326,1.2675147399992976,0.12089052051305771,NA,NA,NA,NA,NA
1,1679901077.494945,45219,opf_snn,15,14,553,1.0192627598063884,0.173743337392807,NA,NA,NA,NA,NA
0,1679901148.723768,45219,opf,20,20,216,1.439198655913729,0.11586025357246399,NA,NA,NA,NA,NA
1,1679901222.681291,45219,opf_snn,20,19,406,1.1187565235529255,0.15272584557533264,NA,NA,NA,NA,NA
0,1679901296.359853,45219,opf,25,25,153,1.5402024129275338,0.08354287594556808,NA,NA,NA,NA,NA
1,1679901373.772132,45219,opf_snn,25,23,341,1.1636503409325,0.1607619971036911,NA,NA,NA,NA,NA
0,1679901450.01387,45219,opf,30,30,119,1.5934842125142188,0.066022127866745,NA,NA,NA,NA,NA
1,1679901530.650881,45219,opf_snn,30,27,281,1.2029191396779368,0.15123970806598663,NA,NA,NA,NA,NA
0,1679901609.377954,45219,opf,35,35,91,1.6915028577783169,0.07149937003850937,NA,NA,NA,NA,NA
1,1679901694.206057,45219,opf_snn,35,29,260,1.2430315107118062,0.16019414365291595,NA,NA,NA,NA,NA
0,1679901776.484398,45219,opf,40,40,73,1.7349706507961353,0.08410924673080444,NA,NA,NA,NA,NA
1,1679901865.825128,45219,opf_snn,40,27,281,1.2069679719189943,0.15113182365894318,NA,NA,NA,NA,NA
0,1679901951.08619,45219,opf,45,43,68,1.792970095245018,0.08359872549772263,NA,NA,NA,NA,NA
1,1679902045.160681,45219,opf_snn,45,32,236,1.2302555126841208,0.14622308313846588,NA,NA,NA,NA,NA
0,1679902134.180435,45219,opf,50,50,59,1.6620294032679253,0.07710138708353043,NA,NA,NA,NA,NA
1,1679902234.485221,45219,opf_snn,50,34,231,1.2588387626547461,0.15119202435016632,NA,NA,NA,NA,NA
0,1679902328.210102,53126,opf,5,5,1090,0.8844951000454137,0.18633416295051575,NA,NA,NA,NA,NA
1,1679902396.338859,53126,opf_snn,5,5,1312,0.8316579918832404,0.14642837643623352,NA,NA,NA,NA,NA
0,1679902464.73587,53126,opf,10,10,557,1.1490950745110626,0.14162445068359375,NA,NA,NA,NA,NA
1,1679902534.393623,53126,opf_snn,10,10,762,0.9639923685180833,0.1411479413509369,NA,NA,NA,NA,NA
0,1679902603.880541,53126,opf,15,15,340,1.3364179564764433,0.10387059301137924,NA,NA,NA,NA,NA
1,1679902675.865359,53126,opf_snn,15,14,555,1.0236844838661137,0.16023780405521393,NA,NA,NA,NA,NA
0,1679902747.619286,53126,opf,20,20,223,1.4454012566742918,0.08097216486930847,NA,NA,NA,NA,NA
1,1679902822.39698,53126,opf_snn,20,19,397,1.1110433223579925,0.15140697360038757,NA,NA,NA,NA,NA
0,1679902896.422854,53126,opf,25,25,152,1.5267723601147258,0.09882350265979767,NA,NA,NA,NA,NA
1,1679902974.613529,53126,opf_snn,25,21,370,1.1489258059003795,0.14270374178886414,NA,NA,NA,NA,NA
0,1679903051.133208,53126,opf,30,29,119,1.6079618873365567,0.10320455580949783,NA,NA,NA,NA,NA
1,1679903132.647053,53126,opf_snn,30,23,330,1.227549137945141,0.145267054438591,NA,NA,NA,NA,NA
0,1679903211.340028,53126,opf,35,35,88,1.689789100403531,0.10120171308517456,NA,NA,NA,NA,NA
1,1679903296.624185,53126,opf_snn,35,29,272,1.2511193919874815,0.1524108350276947,NA,NA,NA,NA,NA
0,1679903378.955143,53126,opf,40,40,76,1.6931186093900072,0.10512341558933258,NA,NA,NA,NA,NA
1,1679903468.898381,53126,opf_snn,40,34,227,1.2480072470176808,0.13696502149105072,NA,NA,NA,NA,NA
0,1679903555.060925,53126,opf,45,45,64,1.7138359592637613,0.09879990667104721,NA,NA,NA,NA,NA
1,1679903649.441092,53126,opf_snn,45,34,227,1.2521839392402319,0.1366894245147705,NA,NA,NA,NA,NA
0,1679903738.813117,53126,opf,50,50,57,1.6872347476302378,0.09593982994556427,NA,NA,NA,NA,NA
1,1679903838.992859,53126,opf_snn,50,36,211,1.2721160245171814,0.16313691437244415,NA,NA,NA,NA,NA
0,1679903932.264176,61026,opf,5,5,1084,0.9450025521954716,0.17975127696990967,NA,NA,NA,NA,NA
1,1679904000.596583,61026,opf_snn,5,5,1292,0.8362291635160275,0.1768479347229004,NA,NA,NA,NA,NA
