,run,kmax,kbest,nclusters,density,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,99683,10,7,411,pdf,cosine,pearson,0.8383326799610826,1.0011432310800483,0.2872340425531915,0.4416435365159546,0.38931943904360056,0.40425531914893614,0.6185792349726776,0.6684862562911345,0.23404255319148937,0.3371584699453552,0.3111014324428958
0,99683,10,9,234,pdf,euclidean,pearson,0.8198953323988866,0.985052230255545,0.40425531914893614,0.5218534479800954,0.5354768997076277,0.43617021276595747,0.6428961748633879,0.6962930700735579,0.2872340425531915,0.3295081967213114,0.33380758807588073
0,99683,10,10,212,pdf,jaccard,pearson,0.787898827334603,0.9486991046629999,0.39361702127659576,0.4827335503838699,0.517756865567795,0.44680851063829785,0.6112021857923498,0.6761614401858304,0.2553191489361702,0.3489071038251365,0.366376306620209
0,99683,10,8,338,pdf,pearson,pearson,0.8379379467249876,1.0084481996190442,0.3404255319148936,0.4614347202449916,0.44997273747127875,0.4148936170212766,0.607103825136612,0.6760452961672475,0.2553191489361702,0.3472677595628416,0.296447928765002
0,99683,10,9,268,pdf,squared_euclidean,pearson,0.8342521824057446,0.9966950381843233,0.425531914893617,0.48271859496515285,0.4848805093575073,0.5212765957446809,0.6224043715846994,0.7208768873403021,0.3404255319148936,0.30491803278688506,0.33223964382500965
0,99683,20,20,167,pdf,cosine,pearson,0.6953515084920079,0.8501406601711692,0.4574468085106383,0.554772207042587,0.5538556550543021,0.48936170212765956,0.6543715846994534,0.7221738288811458,0.35106382978723405,0.39371584699453543,0.36212737127371275
0,99683,20,14,135,pdf,euclidean,pearson,0.7278069739625403,0.888418765059174,0.5,0.5700383991107083,0.5518411359293166,0.4787234042553192,0.6210382513661203,0.6715640727835851,0.3617021276595745,0.34453551912568314,0.3218834688346883
0,99683,20,14,148,pdf,jaccard,pearson,0.7607651724985336,0.9208083183940217,0.44680851063829785,0.5355185043529209,0.5806810670806973,0.44680851063829785,0.6778688524590164,0.7208381726674412,0.22340425531914893,0.39945355191256826,0.3633275261324041
0,99683,20,19,169,pdf,pearson,pearson,0.7310379445832069,0.8924784598170366,0.425531914893617,0.5096019045917323,0.5147884195957804,0.46808510638297873,0.6254098360655737,0.6485481997677122,0.3191489361702128,0.4021857923497268,0.346680216802168
0,99683,20,20,133,pdf,squared_euclidean,pearson,0.7239980435642617,0.8740752226541316,0.48936170212765956,0.6011958876448645,0.5840802918826977,0.5638297872340425,0.7060109289617487,0.7898954703832752,0.3191489361702128,0.3997267759562841,0.3456349206349207
0,99683,30,30,126,pdf,cosine,pearson,0.669939854869671,0.8117163162321694,0.5638297872340425,0.6605363645235595,0.6674178570794737,0.574468085106383,0.7863387978142077,0.8459349593495936,0.32978723404255317,0.39262295081967213,0.3610240030971738
0,99683,30,27,66,pdf,euclidean,pearson,0.7094567158034325,0.8529236139261915,0.5,0.6111140534472237,0.6037548726382116,0.5425531914893617,0.7284153005464481,0.7522938443670153,0.30851063829787234,0.3890710382513662,0.33222028648857915
0,99683,30,14,148,pdf,jaccard,pearson,0.7607651724985336,0.9208083183940217,0.44680851063829785,0.5355185043529209,0.5806810670806973,0.44680851063829785,0.6778688524590164,0.7208381726674412,0.22340425531914893,0.39945355191256826,0.3633275261324041
0,99683,30,30,107,pdf,pearson,pearson,0.6635099009598954,0.7975432130327518,0.5531914893617021,0.635244262223971,0.621552713763025,0.5319148936170213,0.7090163934426229,0.7376113046844753,0.3617021276595745,0.4010928961748634,0.32904568331397593
0,99683,30,25,96,pdf,squared_euclidean,pearson,0.7318375432957027,0.8723859190807228,0.5,0.5795118891328638,0.6044052949916163,0.5638297872340425,0.7117486338797815,0.7753290747193187,0.3404255319148936,0.34617486338797815,0.34486062717770033
0,99683,40,40,98,pdf,cosine,pearson,0.6182094237676304,0.7390868344886209,0.574468085106383,0.6688119376925978,0.6612207624753976,0.6063829787234043,0.8062841530054644,0.8342140921409216,0.32978723404255317,0.3926229508196722,0.32258033294618654
0,99683,40,40,34,pdf,euclidean,pearson,0.6849228665507813,0.8202491037334821,0.5106382978723404,0.6314434413553429,0.6027343266782198,0.5425531914893617,0.6918032786885246,0.7459446380178089,0.35106382978723405,0.3931693989071037,0.342789392179636
0,99683,40,18,110,pdf,jaccard,pearson,0.7369499668468911,0.8861924578015549,0.4574468085106383,0.5723646635700438,0.6203348154698818,0.5106382978723404,0.6740437158469945,0.7239256678281067,0.2872340425531915,0.37950819672131153,0.3301974448315911
0,99683,40,36,85,pdf,pearson,pearson,0.6705939343348524,0.8067306272475023,0.5425531914893617,0.6130261926601265,0.5968012769238381,0.5425531914893617,0.7032786885245904,0.7499419279907086,0.32978723404255317,0.35573770491803275,0.3484610917537746
0,99683,40,40,48,pdf,squared_euclidean,pearson,0.6962733262927677,0.841445108883748,0.4574468085106383,0.5737278519562119,0.5732188635064205,0.5531914893617021,0.6396174863387978,0.6865176151761517,0.3404255319148936,0.3631147540983606,0.37003484320557484
0,99683,50,49,84,pdf,cosine,pearson,0.6718732605771712,0.801360057412317,0.5425531914893617,0.6174579285151003,0.6355842573659894,0.5212765957446809,0.7019125683060108,0.7597270615563299,0.30851063829787234,0.38032786885245895,0.34293457220286494
0,99683,50,43,29,pdf,euclidean,pearson,0.6544719004189534,0.7848182159577124,0.5851063829787234,0.6563127907037495,0.6485656025106304,0.6063829787234043,0.7374316939890712,0.807897793263647,0.3829787234042553,0.35928961748633886,0.34750290360046465
