,run,kmax,kbest,nclusters,density,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,99683,10,1,228,pdf,cosine,pearson,0.9732663969141573,1.1307485571044273,0.359375,0.3439413961488812,0.35066298808622304,0.421875,0.575609756097561,0.5875000000000001,0.234375,0.2780487804878049,0.3541666666666667
0,99683,10,7,63,pdf,euclidean,pearson,0.9220273061604953,1.1069684498257655,0.734375,0.6699442913846834,0.6923505426112437,0.296875,0.5170731707317073,0.5572916666666667,0.25,0.3313008130081301,0.4328703703703704
0,99683,10,9,47,pdf,jaccard,pearson,0.9646528647383615,1.1307325720680508,0.46875,0.42723792070948424,0.4712741616231644,0.40625,0.5463414634146342,0.5916666666666668,0.234375,0.2719512195121952,0.39999999999999997
0,99683,10,9,60,pdf,pearson,pearson,0.9255874056745645,1.1096327080119464,0.734375,0.6697971904828968,0.6919777033572266,0.3125,0.5219512195121951,0.5572916666666667,0.25,0.3300813008130081,0.4328703703703704
0,99683,10,10,60,pdf,squared_euclidean,pearson,0.9215063220062075,1.1056112967217786,0.734375,0.6697971904828968,0.6918138408504523,0.296875,0.5170731707317074,0.5572916666666667,0.25,0.3313008130081301,0.4328703703703704
0,99683,20,1,228,pdf,cosine,pearson,0.9732663969141573,1.1307485571044273,0.359375,0.3439413961488812,0.35066298808622304,0.421875,0.575609756097561,0.5875000000000001,0.234375,0.2780487804878049,0.3541666666666667
0,99683,20,20,16,pdf,euclidean,pearson,0.9277102881573277,1.1153089439506454,0.734375,0.6708802676072313,0.6933107683241809,0.296875,0.5121951219512196,0.5697916666666668,0.25,0.32642276422764227,0.4453703703703704
0,99683,20,20,29,pdf,jaccard,pearson,0.9704880072892961,1.1333379230529437,0.453125,0.4431543907384375,0.47484658142311664,0.390625,0.5658536585365854,0.5564814814814815,0.21875,0.2947154471544716,0.3916666666666666
0,99683,20,12,29,pdf,pearson,pearson,0.9215483292140353,1.1067452187028521,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5170731707317073,0.5614583333333333,0.25,0.3313008130081301,0.43703703703703706
0,99683,20,20,29,pdf,squared_euclidean,pearson,0.9204278073306003,1.1047584879035603,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
0,99683,30,1,228,pdf,cosine,pearson,0.9732663969141573,1.1307485571044273,0.359375,0.3439413961488812,0.35066298808622304,0.421875,0.575609756097561,0.5875000000000001,0.234375,0.2780487804878049,0.3541666666666667
0,99683,30,30,3,pdf,euclidean,pearson,0.9208092950887904,1.1049959663679039,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
0,99683,30,27,22,pdf,jaccard,pearson,0.9522006709978608,1.1250789850261995,0.53125,0.4770301655218336,0.5155497314507215,0.328125,0.5073170731707317,0.5,0.1875,0.2800813008130082,0.39212962962962955
0,99683,30,28,8,pdf,pearson,pearson,0.9207734756764403,1.1049847800478818,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
0,99683,30,30,16,pdf,squared_euclidean,pearson,0.9207695305583528,1.1049831801858634,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
0,99683,40,40,8,pdf,cosine,pearson,0.9269319766790425,1.1152940882978606,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
0,99683,40,40,1,pdf,euclidean,pearson,0.9207695305583528,1.1049831801858634,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
0,99683,40,39,20,pdf,jaccard,pearson,0.9761268321940951,1.1425475041841668,0.4375,0.43764573917314625,0.4424269399918372,0.375,0.5414634146341464,0.5708333333333334,0.203125,0.26544715447154477,0.3796296296296296
0,99683,40,40,3,pdf,pearson,pearson,0.9207695305583528,1.1049831801858634,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
0,99683,40,40,9,pdf,squared_euclidean,pearson,0.9207695305583528,1.1049831801858634,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
0,99683,50,46,5,pdf,cosine,pearson,0.9207695305583528,1.1049831801858634,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
0,99683,50,50,1,pdf,euclidean,pearson,0.9207695305583528,1.1049831801858634,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
0,99683,50,49,16,pdf,jaccard,pearson,0.9670742609678808,1.1333055460796833,0.5625,0.49767647693934464,0.4940799874353227,0.375,0.5365853658536586,0.5930555555555556,0.21875,0.28170731707317076,0.40046296296296285
0,99683,50,45,1,pdf,pearson,pearson,0.9207695305583528,1.1049831801858634,0.734375,0.6708802676072313,0.6931783933874147,0.296875,0.5121951219512196,0.5614583333333333,0.25,0.32642276422764227,0.43703703703703706
