,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,63831,0.967741935483871,2,64,jaccard,pearson,1.0136618231576473,1.2051668808250409,0.484375,0.4135917683446599,0.43590364637689416,0.328125,0.5217948717948718,0.6772727272727272,0.203125,0.35384615384615375,0.271969696969697
