,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,17739,0.967741935483871,2,56,jaccard,pearson,1.0236022385174954,1.1830282756351234,0.375,0.4026810975907391,0.36494227173424876,0.40625,0.5854838709677419,0.5823529411764706,0.203125,0.31505376344086017,0.2661764705882353
