,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,48912,0.967741935483871,2,54,jaccard,pearson,0.9487299224265998,1.1483243481525334,0.484375,0.4581175811024461,0.4290070135309284,0.40625,0.4293859649122807,0.45950854700854704,0.234375,0.2570175438596491,0.269017094017094
