,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,267,0.967741935483871,2,60,jaccard,pearson,0.9671521985377601,1.1264227167236567,0.578125,0.47681998688186494,0.4330764720687179,0.5,0.6632352941176471,0.6764705882352942,0.28125,0.36764705882352944,0.2941176470588236
