,run,eps,min_samples,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,61026,0.967741935483871,2,63,jaccard,pearson,0.992674670816192,1.1388455895997027,0.46875,0.46273384989687455,0.45654779931750494,0.453125,0.5939393939393939,0.653015873015873,0.203125,0.3494949494949494,0.4338095238095238
