,run,kmax,kbest,nclusters,density,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,86953,10,8,299,pdf,cosine,pearson,0.6875674508154712,0.8738644752629957,0.2459016393442623,0.32179406889447904,0.3578875710494944,0.4098360655737705,0.44801587301587303,0.48227969348659,0.2786885245901639,0.2194444444444445,0.2311986863711001
0,86953,10,10,87,pdf,euclidean,pearson,0.6835341269448924,0.8502058329957591,0.22950819672131148,0.3892664575303314,0.41095051117947806,0.4262295081967213,0.5876984126984126,0.5359195402298851,0.18032786885245902,0.2702380952380952,0.25533661740558283
0,86953,10,9,172,pdf,jaccard,pearson,0.6618769793430712,0.8278732478742726,0.2786885245901639,0.4038062597020248,0.44948838201048363,0.4262295081967213,0.6039682539682539,0.6256431308155446,0.2459016393442623,0.2873015873015873,0.3323481116584565
0,86953,10,9,175,pdf,pearson,pearson,0.714999981712908,0.8858538670935011,0.21311475409836064,0.3256032922772545,0.32106554728195974,0.4098360655737705,0.5718253968253968,0.5502736726874657,0.18032786885245902,0.24126984126984125,0.2467980295566502
0,86953,10,7,184,pdf,squared_euclidean,pearson,0.7380485194148401,0.901414235653836,0.22950819672131148,0.3160071382533137,0.35195007692292574,0.4262295081967213,0.5857142857142857,0.6027914614121508,0.19672131147540983,0.2702380952380953,0.2566502463054187
0,86953,20,16,126,pdf,cosine,pearson,0.6712516884724514,0.8389647511860825,0.16393442622950818,0.31320857518328477,0.379034082108297,0.36065573770491804,0.5345238095238094,0.5380131362889984,0.2459016393442623,0.3119047619047619,0.3362889983579639
0,86953,20,17,36,pdf,euclidean,pearson,0.6636064717653486,0.8295890024374989,0.26229508196721313,0.4172104212404264,0.4599695408538968,0.3770491803278688,0.5583333333333331,0.5564449917898194,0.22950819672131148,0.33095238095238094,0.3871373836891078
0,86953,20,18,74,pdf,jaccard,pearson,0.61173653533205,0.7754864972996401,0.3114754098360656,0.4315532622629273,0.4628377918443827,0.47540983606557374,0.6138888888888888,0.619376026272578,0.2786885245901639,0.344047619047619,0.3787082649151615
0,86953,20,19,75,pdf,pearson,pearson,0.6841162719822191,0.8540080631279467,0.29508196721311475,0.42358938431958343,0.4488936718361594,0.4098360655737705,0.5555555555555556,0.5708128078817732,0.26229508196721313,0.2968253968253969,0.3247947454844007
0,86953,20,19,51,pdf,squared_euclidean,pearson,0.620885772451745,0.7752251191546788,0.22950819672131148,0.380253627958135,0.37914855691349986,0.47540983606557374,0.5333333333333334,0.5415845648604268,0.2459016393442623,0.3162698412698413,0.3228790366721401
0,86953,30,28,65,pdf,cosine,pearson,0.6207897304958061,0.7744022991831813,0.3114754098360656,0.43724365176548996,0.5116955238387302,0.4098360655737705,0.551984126984127,0.5735632183908045,0.22950819672131148,0.2821428571428571,0.3204707170224411
0,86953,30,28,19,pdf,euclidean,pearson,0.5872006305454914,0.738193102576172,0.4098360655737705,0.5164514605635541,0.5388959910930129,0.45901639344262296,0.6686507936507937,0.6208128078817734,0.26229508196721313,0.3464285714285714,0.3702791461412151
0,86953,30,20,66,pdf,jaccard,pearson,0.6136076054603041,0.7784052284708357,0.3114754098360656,0.42158160966721314,0.4337897055337727,0.5081967213114754,0.5940476190476189,0.5854269293924467,0.26229508196721313,0.3007936507936507,0.35101258894362347
0,86953,30,27,52,pdf,pearson,pearson,0.6295522411841104,0.7873334754200542,0.36065573770491804,0.47764168174328164,0.49140287300561464,0.4098360655737705,0.46071428571428574,0.5373563218390806,0.26229508196721313,0.26468253968253963,0.28095238095238095
0,86953,30,28,34,pdf,squared_euclidean,pearson,0.6049434415302983,0.7688833792070862,0.2459016393442623,0.41805379983895075,0.41210512839457575,0.4098360655737705,0.5373015873015873,0.4955938697318007,0.19672131147540983,0.2976190476190476,0.2840722495894909
0,86953,40,40,51,pdf,cosine,pearson,0.6028889700211344,0.7477563911701067,0.32786885245901637,0.452746426426745,0.5226496792177536,0.4918032786885246,0.5638888888888889,0.5974958949096879,0.2786885245901639,0.3376984126984127,0.3853858784893267
0,86953,40,40,12,pdf,euclidean,pearson,0.5099997416563012,0.6423022887157476,0.3770491803278688,0.5354816583147587,0.560687431029284,0.47540983606557374,0.7079365079365081,0.6705665024630542,0.2459016393442623,0.3956349206349207,0.3885057471264367
0,86953,40,24,49,pdf,jaccard,pearson,0.6138866320222949,0.7840634736771791,0.29508196721311475,0.4133865629753434,0.4538600076385707,0.47540983606557374,0.5980158730158729,0.6271346469622332,0.26229508196721313,0.32857142857142857,0.38210180623973716
0,86953,40,35,40,pdf,pearson,pearson,0.5991808885241156,0.7479732553768927,0.2786885245901639,0.4393002014728986,0.4489483633788715,0.36065573770491804,0.5432539682539682,0.556568144499179,0.19672131147540983,0.3329365079365079,0.3423097974822112
0,86953,40,39,13,pdf,squared_euclidean,pearson,0.57876214672941,0.7371295720151724,0.2459016393442623,0.43554883385252957,0.47483133079823553,0.45901639344262296,0.6555555555555556,0.6554597701149426,0.22950819672131148,0.3321428571428571,0.333223864258347
0,86953,50,50,41,pdf,cosine,pearson,0.589917289110573,0.742027625219659,0.29508196721311475,0.46932213525646627,0.47516908428038945,0.4262295081967213,0.6158730158730159,0.5940339354132457,0.2459016393442623,0.3496031746031745,0.38171866447728514
0,86953,50,42,8,pdf,euclidean,pearson,0.5154008129194003,0.6545514959240395,0.39344262295081966,0.5442428918078953,0.5836098286958349,0.47540983606557374,0.7000000000000002,0.6824302134646961,0.26229508196721313,0.3996031746031746,0.3919540229885057
0,86953,50,24,49,pdf,jaccard,pearson,0.6138866320222949,0.7840634736771791,0.29508196721311475,0.4133865629753434,0.4538600076385707,0.47540983606557374,0.5980158730158729,0.6271346469622332,0.26229508196721313,0.32857142857142857,0.38210180623973716
0,86953,50,46,29,pdf,pearson,pearson,0.5838086669606495,0.7328729532586903,0.3114754098360656,0.4385707795637038,0.46246420769058244,0.47540983606557374,0.649206349206349,0.6838806787082649,0.2459016393442623,0.2964285714285715,0.3378215654077723
0,86953,50,33,24,pdf,squared_euclidean,pearson,0.6089262510446732,0.763610730951552,0.21311475409836064,0.38690590973364597,0.39977099899963353,0.39344262295081966,0.5369047619047619,0.5064039408866994,0.22950819672131148,0.33134920634920634,0.324904214559387
0,86953,60,54,37,pdf,cosine,pearson,0.5718751572362439,0.7186872341040627,0.3114754098360656,0.4672413693746914,0.47472188292541917,0.47540983606557374,0.6638888888888889,0.6163382594417078,0.29508196721311475,0.3992063492063492,0.41620142309797487
0,86953,60,22,27,pdf,euclidean,pearson,0.6178463752428396,0.7675738207092331,0.3442622950819672,0.4671228277148156,0.4973163136514428,0.45901639344262296,0.5492063492063493,0.5740284619594965,0.2786885245901639,0.2781746031746032,0.3135741652983032
0,86953,60,32,34,pdf,jaccard,pearson,0.5832080297803404,0.7269993224722634,0.2459016393442623,0.42368410313805366,0.4715820259281379,0.39344262295081966,0.6107142857142857,0.6319786535303775,0.21311475409836064,0.33928571428571425,0.3805145046524357
0,86953,60,55,20,pdf,pearson,pearson,0.6006111135563497,0.7473854871525805,0.2786885245901639,0.43609164716846427,0.4787681771094854,0.4098360655737705,0.5964285714285714,0.6195949644225505,0.21311475409836064,0.3559523809523809,0.4035030103995622
