,run,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
0,19,134,euclidean,pearson,0.9880610786604378,1.1763600720511371,0.296875,0.39779281726417015,0.5367356116254813,0.421875,0.5529411764705882,0.6777777777777779,0.203125,0.4024509803921569,0.6584876543209878
0,19,103,euclidean,pearson,0.9834435701692366,1.1725613454707111,0.28125,0.3815238034404012,0.5208694845103551,0.4375,0.5823529411764705,0.7333333333333335,0.203125,0.4024509803921569,0.6584876543209878
0,19,97,euclidean,pearson,0.9795405740857943,1.1704396639600587,0.28125,0.3815238034404012,0.5208694845103551,0.421875,0.5705882352941176,0.7055555555555557,0.203125,0.3906862745098039,0.63070987654321
0,19,91,euclidean,pearson,0.9794858065269909,1.1701128867388766,0.28125,0.3815238034404012,0.5208694845103551,0.4375,0.5823529411764705,0.7333333333333335,0.21875,0.4024509803921569,0.6584876543209878
0,19,76,euclidean,pearson,0.9846290726978982,1.17175809573985,0.296875,0.404952481101109,0.5401837689132707,0.453125,0.5764705882352941,0.7333333333333335,0.21875,0.39656862745098037,0.6584876543209878
0,19,81,euclidean,pearson,0.9848831392754888,1.171986074907641,0.296875,0.4118015183145598,0.5406880187266276,0.453125,0.5941176470588235,0.7333333333333335,0.21875,0.41421568627450983,0.6584876543209878
0,13480,60,jaccard,pearson,1.0081204770343657,1.1669167386440202,0.375,0.38070405164241944,0.3061462053270906,0.421875,0.6088888888888889,0.5481481481481482,0.203125,0.33166666666666667,0.20555555555555557
