,algorithm,n_neighbors,n_neighbors_best,n_clusters,distance,similarity,mae,rmse,ndcg@1,ndcg@5,ndcg@10,precision@1,precision@5,precision@10,recall@1,recall@5,recall@10
4,kmeans,50,0,8,euclidean,pearson,0.585065288439513,0.7291882045246213,0.5737704918032787,0.63869055772614,0.6385246649913648,0.5245901639344263,0.7527131782945738,0.7826984126984127,0.3278688524590163,0.4554263565891472,0.3431481481481482
5,kmeans,60,0,17,euclidean,pearson,0.6040996679943167,0.7477164449162884,0.5081967213114754,0.562300398558037,0.5831620184879173,0.4590163934426229,0.6852713178294574,0.7529629629629632,0.3114754098360656,0.427906976744186,0.3743518518518519
6,kmeans,60,0,8,squared_euclidean,pearson,0.6209575523852678,0.7625216612652586,0.5081967213114754,0.5980006167927262,0.5749144346420582,0.5901639344262295,0.7378048780487806,0.7689102564102565,0.3278688524590163,0.4056910569105689,0.3970543345543345
0,kmeans,10,0,121,euclidean,pearson,0.731474029002211,0.9049099191354036,0.3114754098360656,0.3587681017597067,0.3606158355799928,0.4098360655737705,0.5546511627906976,0.626084656084656,0.2295081967213114,0.3108527131782945,0.2757407407407407
1,kmeans,20,0,42,euclidean,pearson,0.6272745114684715,0.7912860763754062,0.5081967213114754,0.5238454430088672,0.538976448226944,0.5409836065573771,0.657751937984496,0.7138359788359788,0.2950819672131147,0.3616279069767442,0.3281481481481481
2,kmeans,30,0,30,euclidean,pearson,0.6223321466446845,0.7843538335094863,0.5409836065573771,0.529815125964194,0.5376921286528075,0.4918032786885246,0.5825581395348837,0.6652910052910054,0.3770491803278688,0.3937984496124031,0.3594444444444444
3,kmeans,40,0,11,euclidean,pearson,0.5947472879344582,0.7420748420647144,0.5737704918032787,0.6233773338364615,0.6403147345454993,0.5081967213114754,0.7015503875968992,0.7030820105820106,0.3442622950819672,0.4344961240310077,0.3531481481481482
4,kmeans,50,0,7,euclidean,pearson,0.5731133714711255,0.7186911288573135,0.6065573770491803,0.628323620883413,0.625490254253786,0.5409836065573771,0.7441860465116281,0.7789947089947091,0.360655737704918,0.4507751937984496,0.3464814814814815
5,kmeans,60,0,32,euclidean,pearson,0.662779019329492,0.8320175341941592,0.4918032786885246,0.5121568849454012,0.5057739968402004,0.4262295081967213,0.5887596899224806,0.627089947089947,0.3114754098360656,0.3666666666666666,0.3034259259259259
6,kmeans,60,0,23,squared_euclidean,pearson,0.6889443622071479,0.8244879670953239,0.4754098360655737,0.482292829643177,0.5484513632909399,0.5245901639344263,0.67875,0.6854037267080745,0.3278688524590163,0.4012500000000001,0.4315217391304348
0,kmeans,10,0,114,euclidean,pearson,0.7003552159434977,0.8752699908461238,0.5081967213114754,0.4602169138943546,0.4643422928091857,0.5245901639344263,0.5775193798449613,0.6312037037037038,0.3770491803278688,0.3286821705426356,0.2968518518518517
1,kmeans,20,0,38,euclidean,pearson,0.6427463451643021,0.8025356035614459,0.4918032786885246,0.4987691195651146,0.4850187219991744,0.3934426229508196,0.6023255813953489,0.6921957671957671,0.2459016393442623,0.374031007751938,0.333611111111111
2,kmeans,30,0,21,euclidean,pearson,0.6056630311985709,0.7641966048286417,0.5245901639344263,0.5713698299903668,0.5853666177573854,0.5245901639344263,0.6697674418604651,0.7410185185185185,0.3442622950819672,0.4112403100775193,0.3571296296296297
3,kmeans,40,0,14,euclidean,pearson,0.5911028122096794,0.7394608107303438,0.5573770491803278,0.600395699362299,0.6434984204307498,0.5081967213114754,0.6868217054263567,0.6865476190476193,0.3770491803278688,0.4507751937984496,0.3762037037037037
4,kmeans,50,0,36,euclidean,pearson,0.6516399543228043,0.8212510123810687,0.3934426229508196,0.4862828029866988,0.4878400494910077,0.3934426229508196,0.6104651162790697,0.6973280423280425,0.2295081967213114,0.3813953488372092,0.3217592592592593
5,kmeans,60,0,36,euclidean,pearson,0.6516399543228043,0.8212510123810687,0.3934426229508196,0.4862828029866988,0.4878400494910077,0.3934426229508196,0.6104651162790697,0.6973280423280425,0.2295081967213114,0.3813953488372092,0.3217592592592593
6,kmeans,60,0,33,squared_euclidean,pearson,0.6852568245532762,0.8454214684556112,0.4262295081967213,0.4787912287055317,0.5272989726512779,0.5409836065573771,0.5914414414414415,0.5626157407407407,0.2950819672131147,0.3378378378378378,0.3218419312169312
0,kmeans,10,0,83,euclidean,pearson,0.7019955937047315,0.8901520203121709,0.4918032786885246,0.4680899582826879,0.5070140721486267,0.4590163934426229,0.584108527131783,0.6308068783068783,0.2950819672131147,0.3372093023255814,0.3262962962962962
1,kmeans,20,0,37,euclidean,pearson,0.6619283621584666,0.827391379309207,0.4098360655737705,0.4932131146332956,0.4884777227074271,0.4590163934426229,0.6406976744186047,0.6900000000000001,0.2950819672131147,0.3771317829457364,0.3051851851851851
2,kmeans,30,0,22,euclidean,pearson,0.6086602338774976,0.765470428894952,0.4918032786885246,0.5406825175262869,0.5667492944600123,0.5081967213114754,0.683720930232558,0.7187301587301589,0.3442622950819672,0.4112403100775194,0.3490740740740741
3,kmeans,40,0,16,euclidean,pearson,0.6031141604796597,0.7435307972012449,0.5901639344262295,0.6292210368825294,0.631960636506231,0.5409836065573771,0.7170542635658914,0.7417724867724867,0.3770491803278688,0.42984496124031,0.3623148148148149
4,kmeans,50,0,16,euclidean,pearson,0.6031141604796597,0.7435307972012449,0.5901639344262295,0.6292210368825294,0.631960636506231,0.5409836065573771,0.7170542635658914,0.7417724867724867,0.3770491803278688,0.42984496124031,0.3623148148148149
5,kmeans,60,0,7,euclidean,pearson,0.5731133714711255,0.7186911288573135,0.6065573770491803,0.628323620883413,0.625490254253786,0.5409836065573771,0.7441860465116281,0.7789947089947091,0.360655737704918,0.4507751937984496,0.3464814814814815
6,kmeans,60,0,13,squared_euclidean,pearson,0.5771111682545687,0.7026932393672563,0.4918032786885246,0.6199523897904173,0.5708973348681787,0.5081967213114754,0.6208333333333333,0.5470436507936508,0.3442622950819672,0.4245833333333332,0.3393055555555556
0,kmeans,10,0,105,euclidean,pearson,0.6752137278765006,0.8593853950642788,0.4918032786885246,0.4601514365396587,0.4256745160347736,0.4754098360655737,0.5852713178294572,0.5190079365079365,0.2786885245901639,0.356201550387597,0.2688888888888889
1,kmeans,20,0,38,euclidean,pearson,0.663241983317682,0.8218527843776331,0.4918032786885246,0.5224427413551302,0.5122538707554913,0.4262295081967213,0.6127906976744186,0.6493650793650794,0.2950819672131147,0.3751937984496123,0.3188888888888888
2,kmeans,30,0,19,euclidean,pearson,0.618204305770315,0.7656186455467414,0.5245901639344263,0.5942926671949649,0.6289085548317994,0.5081967213114754,0.6883720930232556,0.7302513227513228,0.360655737704918,0.4344961240310077,0.3817592592592593
3,kmeans,40,0,16,euclidean,pearson,0.6031141604796597,0.7435307972012449,0.5901639344262295,0.6292210368825294,0.631960636506231,0.5409836065573771,0.7170542635658914,0.7417724867724867,0.3770491803278688,0.42984496124031,0.3623148148148149
4,kmeans,50,0,37,euclidean,pearson,0.6665370078144537,0.8302233880019328,0.3934426229508196,0.4816014778437607,0.4782686520836499,0.4262295081967213,0.6666666666666666,0.641904761904762,0.2622950819672131,0.3751937984496123,0.2693518518518518
5,kmeans,60,0,25,euclidean,pearson,0.6579629023359239,0.831071625834028,0.4590163934426229,0.488744175857458,0.4796097703109788,0.5245901639344263,0.6232558139534884,0.6362962962962964,0.3114754098360656,0.3755813953488373,0.2945370370370371
6,kmeans,60,0,15,squared_euclidean,pearson,0.6907324735567466,0.8444906664115376,0.4262295081967213,0.4765139180097756,0.5610201363125975,0.5245901639344263,0.6824324324324326,0.6516908212560386,0.3934426229508196,0.359009009009009,0.4039337474120081
0,kmeans,10,0,95,euclidean,pearson,0.6806588445948027,0.8357354319813551,0.5245901639344263,0.531479296528298,0.5640664453005387,0.4098360655737705,0.6027131782945736,0.6620634920634921,0.2950819672131147,0.4209302325581395,0.3798148148148149
1,kmeans,20,0,47,euclidean,pearson,0.6814669218147473,0.8547925805892373,0.3934426229508196,0.4503228611051101,0.441900783969767,0.3934426229508196,0.510077519379845,0.5412698412698412,0.2950819672131147,0.3918604651162792,0.3425925925925925
